"","X1","RECORDING_SESSION_LABEL","Trial_Index_","LEFT_FIX_INDEX","LEFT_FIX_START_X","LEFT_FIX_START_Y","LEFT_PUPIL_SIZE","spiral_type","LEFT_IN_SACCADE","RIGHT_PUPIL_SIZE","RIGHT_FIX_START_X","RIGHT_FIX_START_Y","RIGHT_FIX_INDEX","RIGHT_IN_SACCADE","LEFT_FIX_END_X","LEFT_FIX_END_Y","RIGHT_FIX_END_X","RIGHT_FIX_END_Y","Disparity_Start","Disparity_End","DisparityType_Start","DisparityType_End","Fixation_disparity","Spiral_num","Disparity_change","ID","Trial","LEFT_travelX","LEFT_travelY","RIGHT_travelX","RIGHT_travelY","X_direction","Y_direction","XY_direction"
"5501",2323,"RK",71,84,672,531.7,1249,"anticlockwise",0,1124,836.3,498.2,84,0,876.6,527.1,830.3,511.3,164.3,-46.3000000000001,"Uncrossed","Crossed","converge","Expanding",-210.6,"RK",71,204.6,-4.60000000000002,-6,13.1,"center_Left","center_Down","Left_Down"
"5502",2324,"RK",71,85,868.5,474.7,1201,"anticlockwise",0,1068,827.1,467.1,85,0,678.7,492.5,851.6,472.2,-41.4,172.9,"Crossed","Uncrossed","diverge","Expanding",214.3,"RK",71,-189.8,17.8,24.5,5.09999999999997,"center_Right","center_Down","Right_Down"
"5503",2325,"RK",71,86,717.1,501.1,1089,"anticlockwise",0,958,843.2,486.2,86,0,870.3,486.6,852.5,477.9,126.1,-17.8,"Uncrossed","Crossed","converge","Expanding",-143.9,"RK",71,153.2,-14.5,9.29999999999995,-8.30000000000001,"center_Right","center_Down","Right_Down"
"5504",2326,"RK",71,87,836,486.4,1077,"anticlockwise",0,944,812,477.6,87,0,800.6,482.4,842.8,481.6,-24,42.1999999999999,"Crossed","Uncrossed","diverge","Expanding",66.1999999999999,"RK",71,-35.4,-4,30.8,4,"center_Right","center_Down","Right_Down"
"5505",2327,"RK",71,88,850.6,522.7,1205,"anticlockwise",0,1046,852.8,521.5,88,0,901.3,508.1,829.8,507.2,2.19999999999993,-71.5,"Uncrossed","Crossed","converge","Expanding",-73.6999999999999,"RK",71,50.6999999999999,-14.6,-23,-14.3,"center_Left","center_Down","Left_Down"
"5506",2328,"RK",71,89,892.9,487.9,1093,"anticlockwise",0,946,819.5,485.6,89,0,898.3,475.1,827.8,473.6,-73.4,-70.5,"Crossed","Crossed","diverge","Expanding",2.89999999999998,"RK",71,5.39999999999998,-12.8,8.29999999999995,-12,"center_Left","center_Down","Left_Down"
"5507",2329,"RK",71,90,879.9,469.3,1087,"anticlockwise",0,949,810.9,465.3,90,0,887.2,476.8,820.6,471.4,-69,-66.6,"Crossed","Crossed","diverge","Expanding",2.39999999999998,"RK",71,7.30000000000007,7.5,9.70000000000005,6.09999999999997,"center_Left","center_Down","Left_Down"
"5508",2330,"RK",71,91,918.9,473.1,1080,"anticlockwise",0,947,850.9,471.8,91,0,913,478,845.6,472.7,-68,-67.4,"Crossed","Crossed","diverge","Expanding",0.600000000000023,"RK",71,-5.89999999999998,4.89999999999998,-5.29999999999995,0.899999999999977,"center_Right","center_Down","Right_Down"
"5509",2331,"RK",71,92,878.8,480.5,1080,"anticlockwise",0,943,811,468.2,92,0,879.6,478.2,806,471,-67.8,-73.6,"Crossed","Crossed","converge","Expanding",-5.80000000000007,"RK",71,0.800000000000068,-2.30000000000001,-5,2.80000000000001,"center_Left","center_Down","Left_Down"
"5510",2332,"RK",71,93,910.1,480.7,1071,"anticlockwise",0,945,836.2,478.7,93,0,899.5,483.2,825.9,478.1,-73.9,-73.6,"Crossed","Crossed","diverge","Expanding",0.299999999999955,"RK",71,-10.6,2.5,-10.3000000000001,-0.599999999999966,"center_Left","center_Down","Left_Down"
"5511",2333,"RK",71,94,871,481.6,1059,"anticlockwise",0,934,795.5,477,94,0,877.2,477.9,805.6,480,-75.5,-71.6,"Crossed","Crossed","diverge","Expanding",3.89999999999998,"RK",71,6.20000000000005,-3.70000000000005,10.1,3,"center_Left","center_Down","Left_Down"
"5512",2334,"RK",71,95,911.9,480.9,1022,"anticlockwise",0,910,834.9,484.5,95,0,900.3,480.2,830.4,476.5,-77,-69.9,"Crossed","Crossed","diverge","Expanding",7.10000000000002,"RK",71,-11.6,-0.699999999999989,-4.5,-8,"center_Left","center_Down","Left_Down"
"5513",2335,"RK",71,96,864.4,478.8,1015,"anticlockwise",0,886,797.7,474.6,96,0,884,480.1,811.8,474.6,-66.6999999999999,-72.2,"Crossed","Crossed","converge","Expanding",-5.50000000000011,"RK",71,19.6,1.30000000000001,14.0999999999999,0,"center_Left","center_Down","Left_Down"
"5514",2336,"RK",71,97,918.1,478,912,"anticlockwise",0,822,843.6,473.4,97,0,909.8,477.8,835.4,472.6,-74.5,-74.4,"Crossed","Crossed","diverge","Expanding",0.100000000000023,"RK",71,-8.30000000000007,-0.199999999999989,-8.20000000000005,-0.799999999999955,"center_Left","center_Down","Left_Down"
"5515",2337,"RK",71,98,873.4,473.3,920,"anticlockwise",0,821,801,465.8,98,0,891.7,473.7,817.9,459.9,-72.4,-73.8000000000001,"Crossed","Crossed","converge","Expanding",-1.40000000000009,"RK",71,18.3000000000001,0.399999999999977,16.9,-5.90000000000003,"center_Left","center_Down","Left_Down"
"5516",2338,"RK",71,99,916,469.1,930,"anticlockwise",0,853,839.2,456,99,0,909.5,470.9,834.4,458.4,-76.8,-75.1,"Crossed","Crossed","diverge","Expanding",1.69999999999993,"RK",71,-6.5,1.79999999999995,-4.80000000000007,2.39999999999998,"center_Left","center_Down","Left_Down"
"5517",2339,"RL",1,111,872.2,526.9,940,"anticlockwise",0,718,809.6,554.9,115,0,896.9,525.4,832.9,569.6,-62.6,-64,"Crossed","Crossed","converge","Expanding",-1.39999999999998,"RL",1,24.6999999999999,-1.5,23.3,14.7,"center_Left","center_Up","Left_Up"
"5518",2340,"RL",1,112,866,520.1,1356,"anticlockwise",0,1154,806.2,556.4,117,0,869.5,515,824.1,548.2,-59.8,-45.4,"Crossed","Crossed","diverge","Expanding",14.4,"RL",1,3.5,-5.10000000000002,17.9,-8.19999999999993,"center_Left","center_Up","Left_Up"
"5519",2341,"RL",1,113,897.2,513,1074,"anticlockwise",0,943,829.1,540.6,118,0,888.6,528.3,840.1,550.7,-68.1,-48.5,"Crossed","Crossed","diverge","Expanding",19.6,"RL",1,-8.60000000000002,15.3,11,10.1,"center_Right","center_Up","Right_Up"
"5520",2342,"RL",1,114,867.8,519.8,1159,"anticlockwise",0,948,822,545.2,118,0,882.9,523.9,829,561.5,-45.8,-53.9,"Crossed","Crossed","converge","Expanding",-8.10000000000002,"RL",1,15.1,4.10000000000002,7,16.3,"center_Left","center_Up","Left_Up"
"5521",2343,"RL",1,115,869.4,497.7,1459,"anticlockwise",0,1242,815,542.6,119,0,896.1,511.6,841.5,545.1,-54.4,-54.6,"Crossed","Crossed","converge","Expanding",-0.200000000000045,"RL",1,26.7,13.9,26.5,2.5,"center_Right","center_Up","Right_Up"
"5522",2344,"RL",1,116,864.3,501.4,1484,"anticlockwise",0,1282,810.2,533.6,120,0,880.8,495.9,840.1,534.6,-54.0999999999999,-40.6999999999999,"Crossed","Crossed","diverge","Expanding",13.4,"RL",1,16.5,-5.5,29.9,1,"center_Right","center_Up","Right_Up"
