"","X1","RECORDING_SESSION_LABEL","Trial_Index_","LEFT_FIX_INDEX","LEFT_FIX_START_X","LEFT_FIX_START_Y","LEFT_PUPIL_SIZE","spiral_type","LEFT_IN_SACCADE","RIGHT_PUPIL_SIZE","RIGHT_FIX_START_X","RIGHT_FIX_START_Y","RIGHT_FIX_INDEX","RIGHT_IN_SACCADE","LEFT_FIX_END_X","LEFT_FIX_END_Y","RIGHT_FIX_END_X","RIGHT_FIX_END_Y","Disparity_Start","Disparity_End","DisparityType_Start","DisparityType_End","Fixation_disparity","Spiral_num","Disparity_change","ID","Trial","LEFT_travelX","LEFT_travelY","RIGHT_travelX","RIGHT_travelY","X_direction","Y_direction","XY_direction"
"1925",1935,"PP",50,23,857.7,484.4,356,"clockwise",0,403,866.3,490.8,24,0,858.4,487.4,871.6,501.9,8.59999999999991,13.2,"Uncrossed","Uncrossed","diverge","Contrasting",4.60000000000014,"PP",50,0.699999999999932,3,5.30000000000007,11.1,"center_Right","center_Down","Right_Down"
"1926",1936,"PP",50,24,837.6,480.3,369,"clockwise",0,420,851.8,491.6,25,0,850.2,497.4,868.3,506.8,14.1999999999999,18.0999999999999,"Uncrossed","Uncrossed","diverge","Contrasting",3.89999999999998,"PP",50,12.6,17.1,16.5,15.2,"center_Right","center_Down","Right_Down"
"1927",1937,"PP",50,25,827.9,491,408,"clockwise",0,468,847,501,26,0,839.5,498.6,853.7,513.6,19.1,14.2,"Uncrossed","Uncrossed","converge","Contrasting",-4.89999999999998,"PP",50,11.6,7.60000000000002,6.70000000000005,12.6,"center_Right","center_Down","Right_Down"
"1928",1938,"PP",50,26,818.3,494.2,431,"clockwise",0,500,835.1,506.2,27,0,856.9,514.5,873.4,535.7,16.8000000000001,16.5,"Uncrossed","Uncrossed","converge","Contrasting",-0.300000000000068,"PP",50,38.6,20.3,38.3,29.5000000000001,"center_Right","center_Up","Right_Up"
"1929",1939,"PP",50,5,440,546.5,438,"clockwise",0,468,447.7,583.9,5,0,441.2,545.7,451.1,588.2,7.69999999999999,9.90000000000003,"Uncrossed","Uncrossed","diverge","Contrasting",2.20000000000005,"PP",50,1.19999999999999,-0.799999999999955,3.40000000000003,4.30000000000007,"center_Left","center_Up","Left_Up"
"1930",1940,"PP",50,6,813,524.1,421,"clockwise",0,451,824.6,503.2,6,0,816.7,525.1,819.5,511.3,11.6,2.79999999999995,"Uncrossed","Uncrossed","converge","Contrasting",-8.80000000000007,"PP",50,3.70000000000005,1,-5.10000000000002,8.10000000000002,"center_Left","center_Down","Left_Down"
"1931",1941,"PP",50,7,848.6,514.7,392,"clockwise",0,432,844.8,499,7,0,859.2,516.1,848.4,511.3,-3.80000000000007,-10.8000000000001,"Crossed","Crossed","converge","Contrasting",-7,"PP",50,10.6,1.39999999999998,3.60000000000002,12.3,"center_Right","center_Down","Right_Down"
"1932",1942,"PP",50,8,843.2,472,320,"clockwise",0,380,845.5,473.3,8,0,854,493,818.8,548.1,2.29999999999995,-35.2,"Uncrossed","Crossed","converge","Contrasting",-37.5,"PP",50,10.8,21,-26.7,74.8,"center_Left","center_Up","Left_Up"
"1933",1943,"PP",50,9,850.1,473.4,305,"clockwise",0,352,844.6,488.8,9,0,846.9,486.1,804.4,518.2,-5.5,-42.5,"Crossed","Crossed","converge","Contrasting",-37,"PP",50,-3.20000000000005,12.7,-40.2,29.4,"center_Left","center_Down","Left_Down"
"1934",1944,"PP",71,12,812.9,466.1,382,"clockwise",0,436,790.2,492.4,12,0,814.5,468.6,792.9,497.2,-22.6999999999999,-21.6,"Crossed","Crossed","diverge","Contrasting",1.09999999999991,"PP",71,1.60000000000002,2.5,2.69999999999993,4.80000000000001,"center_Left","center_Down","Left_Down"
"1935",1945,"PP",71,13,844.9,496,396,"clockwise",0,449,821.3,522.3,13,0,870.6,490,845.3,509.1,-23.6,-25.3000000000001,"Crossed","Crossed","converge","Contrasting",-1.70000000000005,"PP",71,25.7,-6,24,-13.1999999999999,"center_Right","center_Down","Right_Down"
"1936",1946,"PP",71,14,845,481.2,368,"clockwise",0,413,823,504.9,14,0,863.6,487.1,845.9,515.6,-22,-17.7,"Crossed","Crossed","diverge","Contrasting",4.29999999999995,"PP",71,18.6,5.90000000000003,22.9,10.7,"center_Right","center_Down","Right_Down"
"1937",1947,"PP",71,15,845.5,481.2,365,"clockwise",0,410,828.7,510.5,15,0,860.1,490.3,839.3,510.2,-16.8,-20.8000000000001,"Crossed","Crossed","converge","Contrasting",-4.00000000000011,"PP",71,14.6,9.10000000000002,10.5999999999999,-0.300000000000011,"center_Left","center_Down","Left_Down"
"1938",1948,"PP",71,16,834.7,486.5,366,"clockwise",0,418,818.5,508.2,16,0,841.6,487.1,824.4,508.5,-16.2,-17.2,"Crossed","Crossed","converge","Contrasting",-1,"PP",71,6.89999999999998,0.600000000000023,5.89999999999998,0.300000000000011,"center_Left","center_Down","Left_Down"
"1939",1949,"PP",71,17,859,484.1,372,"clockwise",0,433,838.7,510.5,16,0,869.1,487.1,851.6,507.8,-20.3,-17.5,"Crossed","Crossed","diverge","Contrasting",2.79999999999995,"PP",71,10.1,3,12.9,-2.69999999999999,"center_Right","center_Down","Right_Down"
"1940",1950,"PP",71,18,849.1,478.9,353,"clockwise",0,403,828.8,497.5,17,0,877,498.2,860.3,517.7,-20.3000000000001,-16.7,"Crossed","Crossed","diverge","Contrasting",3.60000000000002,"PP",71,27.9,19.3,31.5,20.2,"center_Right","center_Down","Right_Down"
"1941",1951,"PP",71,19,856,485.3,388,"clockwise",0,447,841.2,505.4,18,0,872.3,488.4,848.6,511.4,-14.8,-23.6999999999999,"Crossed","Crossed","converge","Contrasting",-8.89999999999998,"PP",71,16.3,3.09999999999997,7.39999999999998,6,"center_Right","center_Down","Right_Down"
"1942",1952,"PP",71,20,847.9,486.4,372,"clockwise",0,421,827.7,508.1,19,0,869.1,502.2,850,527,-20.1999999999999,-19.1,"Crossed","Crossed","diverge","Contrasting",1.09999999999991,"PP",71,21.2,15.8,22.3,18.9,"center_Right","center_Up","Right_Up"
"1943",1953,"PP",71,21,847.4,491.8,403,"clockwise",0,459,830.8,520.7,20,0,871.7,492.2,851.3,510.6,-16.6,-20.4000000000001,"Crossed","Crossed","converge","Contrasting",-3.80000000000007,"PP",71,24.3000000000001,0.399999999999977,20.5,-10.1,"center_Right","center_Down","Right_Down"
"1944",1954,"PP",71,22,850.3,481.6,361,"clockwise",0,399,832.1,501.9,21,0,887.8,480.9,860.6,503.2,-18.1999999999999,-27.1999999999999,"Crossed","Crossed","converge","Contrasting",-9,"PP",71,37.5,-0.700000000000045,28.5,1.30000000000001,"center_Right","center_Down","Right_Down"
"1945",1955,"PP",71,23,848.7,477,360,"clockwise",0,406,822.4,502.3,22,0,849.1,497.1,831.6,521.5,-26.3000000000001,-17.5,"Crossed","Crossed","diverge","Contrasting",8.80000000000007,"PP",71,0.399999999999977,20.1,9.20000000000005,19.2,"center_Left","center_Down","Left_Down"
"1946",1956,"PP",71,24,882.7,500.1,426,"clockwise",0,493,863.3,523.3,23,0,881,504.3,860.7,526.3,-19.4000000000001,-20.3,"Crossed","Crossed","converge","Contrasting",-0.899999999999864,"PP",71,-1.70000000000005,4.19999999999999,-2.59999999999991,3,"center_Right","center_Up","Right_Up"
"1947",1957,"PP",71,25,852.2,495.6,424,"clockwise",0,491,835.9,524.2,24,0,880.2,490.7,852.9,507.9,-16.3000000000001,-27.3000000000001,"Crossed","Crossed","converge","Contrasting",-11,"PP",71,28,-4.90000000000003,17,-16.3000000000001,"center_Right","center_Down","Right_Down"
"1948",1958,"PS",1,17,709.9,590.1,603,"clockwise",0,723,695.9,574.9,18,0,712.2,589.5,697.9,574.9,-14,-14.3000000000001,"Crossed","Crossed","converge","Contrasting",-0.300000000000068,"PS",1,2.30000000000007,-0.600000000000023,2,0,"center_Left","center_Up","Left_Up"
"1949",1959,"PS",1,18,853.9,547,615,"clockwise",0,746,842.1,535.2,19,0,865,547.3,850.3,545.1,-11.8,-14.7,"Crossed","Crossed","converge","Contrasting",-2.90000000000009,"PS",1,11.1,0.299999999999955,8.19999999999993,9.89999999999998,"center_Right","center_Up","Right_Up"
"1950",1960,"PS",1,19,827.4,543.5,588,"clockwise",0,705,809.5,520.2,20,0,822.9,528,816.9,513.7,-17.9,-6,"Crossed","Crossed","diverge","Contrasting",11.9,"PS",1,-4.5,-15.5,7.39999999999998,-6.5,"center_Left","center_Down","Left_Down"
"1951",1961,"PS",1,20,851.1,531.2,653,"clockwise",0,770,840.8,517.8,21,0,856.8,534.1,844,528.2,-10.3000000000001,-12.8,"Crossed","Crossed","converge","Contrasting",-2.49999999999989,"PS",1,5.69999999999993,2.89999999999998,3.20000000000005,10.4000000000001,"center_Right","center_Up","Right_Up"
"1952",1962,"PS",1,21,870.3,523.2,707,"clockwise",0,780,846.8,534.2,22,0,871.4,545.2,843.6,537,-23.5,-27.8,"Crossed","Crossed","converge","Contrasting",-4.29999999999995,"PS",1,1.10000000000002,22,-3.19999999999993,2.79999999999995,"center_Right","center_Up","Right_Up"
"1953",1963,"PS",1,23,873.2,531.6,838,"clockwise",0,935,824.8,536.5,23,0,854.7,542.7,830.6,531.6,-48.4000000000001,-24.1,"Crossed","Crossed","diverge","Contrasting",24.3000000000001,"PS",1,-18.5,11.1,5.80000000000007,-4.89999999999998,"center_Left","center_Up","Left_Up"
"1954",1964,"PS",1,24,850.6,518.9,727,"clockwise",0,832,825.9,505.7,24,0,851.1,537.5,835.1,528.1,-24.7,-16,"Crossed","Crossed","diverge","Contrasting",8.70000000000005,"PS",1,0.5,18.6,9.20000000000005,22.4,"center_Left","center_Up","Left_Up"
"1955",1965,"PS",1,25,877.9,526.6,686,"clockwise",0,810,859,519.9,25,0,868.2,536.9,852.5,532.9,-18.9,-15.7,"Crossed","Crossed","diverge","Contrasting",3.19999999999993,"PS",1,-9.69999999999993,10.3,-6.5,13,"center_Right","center_Up","Right_Up"
"1956",1966,"PS",1,26,834.9,514.2,743,"clockwise",0,845,825.9,515.1,26,0,848.8,533.5,828.2,512.1,-9,-20.5999999999999,"Crossed","Crossed","converge","Contrasting",-11.5999999999999,"PS",1,13.9,19.3,2.30000000000007,-3,"center_Left","center_Down","Left_Down"
"1957",1967,"PS",1,27,870.5,526.7,704,"clockwise",0,811,854.3,511.2,27,0,872.6,533.3,866.9,512.7,-16.2,-5.70000000000005,"Crossed","Crossed","diverge","Contrasting",10.5,"PS",1,2.10000000000002,6.59999999999991,12.6,1.50000000000006,"center_Right","center_Down","Right_Down"
"1958",1968,"PS",1,28,836.3,533,719,"clockwise",0,827,825.8,509.8,28,0,833,540.3,817.6,516,-10.5,-15.4,"Crossed","Crossed","converge","Contrasting",-4.89999999999998,"PS",1,-3.29999999999995,7.29999999999995,-8.19999999999993,6.19999999999999,"center_Left","center_Down","Left_Down"
"1959",1969,"PS",1,29,845.5,532.3,680,"clockwise",0,779,837.3,508.6,29,0,857.5,537.8,842.6,518.7,-8.20000000000005,-14.9,"Crossed","Crossed","converge","Contrasting",-6.69999999999993,"PS",1,12,5.5,5.30000000000007,10.1,"center_Right","center_Down","Right_Down"
"1960",1970,"PS",1,30,830.5,535.3,637,"clockwise",0,746,819.2,511.7,30,0,826.4,534.3,823.7,517.8,-11.3,-2.69999999999993,"Crossed","Crossed","diverge","Contrasting",8.60000000000002,"PS",1,-4.10000000000002,-1,4.5,6.09999999999997,"center_Left","center_Down","Left_Down"
"1961",1971,"PS",1,31,821.9,537.7,581,"clockwise",0,709,821.9,513.6,31,0,838,538,828.7,521.8,0,-9.29999999999995,"Uncrossed","Crossed","converge","Contrasting",-9.29999999999995,"PS",1,16.1,0.299999999999955,6.80000000000007,8.19999999999993,"center_Left","center_Down","Left_Down"
"1962",1972,"PS",1,32,845.6,543.4,575,"clockwise",0,695,834.1,521.3,32,0,860.8,551.3,840.8,527.9,-11.5,-20,"Crossed","Crossed","converge","Contrasting",-8.5,"PS",1,15.1999999999999,7.89999999999998,6.69999999999993,6.60000000000002,"center_Right","center_Up","Right_Up"
"1963",1973,"PS",1,33,838.7,534.5,585,"clockwise",0,700,823,511,33,0,837.1,539.3,812.7,510.9,-15.7,-24.4,"Crossed","Crossed","converge","Contrasting",-8.69999999999993,"PS",1,-1.60000000000002,4.79999999999995,-10.3,-0.100000000000023,"center_Left","center_Down","Left_Down"
"1964",1974,"PS",1,34,852.7,534.2,581,"clockwise",0,692,824.1,507.8,34,0,852.1,536.1,832.3,513,-28.6,-19.8000000000001,"Crossed","Crossed","diverge","Contrasting",8.79999999999995,"PS",1,-0.600000000000023,1.89999999999998,8.19999999999993,5.19999999999999,"center_Left","center_Down","Left_Down"
"1965",1975,"PS",1,35,830,544.3,545,"clockwise",0,676,812.2,515.7,35,0,831.5,541.7,817.6,522.6,-17.8,-13.9,"Crossed","Crossed","diverge","Contrasting",3.89999999999998,"PS",1,1.5,-2.59999999999991,5.39999999999998,6.89999999999998,"center_Left","center_Down","Left_Down"
"1966",1976,"PS",1,36,848.8,537.7,502,"clockwise",0,635,832.1,517.9,36,0,856.2,542.9,838.1,530.8,-16.6999999999999,-18.1,"Crossed","Crossed","converge","Contrasting",-1.40000000000009,"PS",1,7.40000000000009,5.19999999999993,6,12.9,"center_Left","center_Up","Left_Up"
"1967",1977,"PS",1,37,865.3,526.1,545,"clockwise",0,654,843.9,508.6,37,0,846.6,539.6,834.3,516.8,-21.4,-12.3000000000001,"Crossed","Crossed","diverge","Contrasting",9.09999999999991,"PS",1,-18.6999999999999,13.5,-9.60000000000002,8.19999999999993,"center_Left","center_Down","Left_Down"
"1968",1978,"PS",1,38,850.6,527.6,546,"clockwise",0,688,833.1,504.6,38,0,852.2,550.2,824.2,504.4,-17.5,-28,"Crossed","Crossed","converge","Contrasting",-10.5,"PS",1,1.60000000000002,22.6,-8.89999999999998,-0.200000000000045,"center_Left","center_Down","Left_Down"
"1969",1979,"PS",1,39,858.4,542.3,554,"clockwise",0,680,828.7,503.1,39,0,843.9,546.5,826.8,512.8,-29.6999999999999,-17.1,"Crossed","Crossed","diverge","Contrasting",12.5999999999999,"PS",1,-14.5,4.20000000000005,-1.90000000000009,9.69999999999993,"center_Left","center_Down","Left_Down"
"1970",1980,"PS",1,40,790.9,567.5,549,"clockwise",0,666,785.2,530.6,40,0,794.6,565.5,793.2,531.4,-5.69999999999993,-1.39999999999998,"Crossed","Crossed","diverge","Contrasting",4.29999999999995,"PS",1,3.70000000000005,-2,8,0.799999999999955,"center_Left","center_Up","Left_Up"
"1971",1981,"PS",1,41,845.6,547.1,543,"clockwise",0,677,831.2,513.1,41,0,859,551.7,844,514.4,-14.4,-15,"Crossed","Crossed","converge","Contrasting",-0.600000000000023,"PS",1,13.4,4.60000000000002,12.8,1.29999999999995,"center_Right","center_Down","Right_Down"
"1972",1982,"PS",1,42,835.2,532.5,524,"clockwise",0,660,828,503.1,42,0,850.5,539.6,839.9,507,-7.20000000000005,-10.6,"Crossed","Crossed","converge","Contrasting",-3.39999999999998,"PS",1,15.3,7.10000000000002,11.9,3.89999999999998,"center_Left","center_Down","Left_Down"
"1973",1983,"PS",1,43,814.6,536.5,550,"clockwise",0,673,806.6,505.3,43,0,817.7,540.7,812.3,511.1,-8,-5.40000000000009,"Crossed","Crossed","diverge","Contrasting",2.59999999999991,"PS",1,3.10000000000002,4.20000000000005,5.69999999999993,5.80000000000001,"center_Left","center_Down","Left_Down"
"1974",1984,"PS",1,44,830.9,528.4,542,"clockwise",0,668,823.9,500.9,44,0,842.9,536.8,839.5,510.6,-7,-3.39999999999998,"Crossed","Crossed","diverge","Contrasting",3.60000000000002,"PS",1,12,8.39999999999998,15.6,9.70000000000005,"center_Left","center_Down","Left_Down"
"1975",1985,"PS",1,45,856.5,542,542,"clockwise",0,642,837.3,500.8,45,0,854.2,541,832.4,514.1,-19.2,-21.8000000000001,"Crossed","Crossed","converge","Contrasting",-2.60000000000002,"PS",1,-2.29999999999995,-1,-4.89999999999998,13.3,"center_Left","center_Down","Left_Down"
"1976",1986,"PS",1,46,865.5,550.4,548,"clockwise",0,679,841.1,520.3,46,0,851.2,547.9,833.5,527.9,-24.4,-17.7,"Crossed","Crossed","diverge","Contrasting",6.69999999999993,"PS",1,-14.3,-2.5,-7.60000000000002,7.60000000000002,"center_Left","center_Up","Left_Up"
"1977",1987,"PS",1,47,815.2,540.6,546,"clockwise",0,681,803.1,519.2,47,0,826.1,547.2,819.8,522.8,-12.1,-6.30000000000007,"Crossed","Crossed","diverge","Contrasting",5.79999999999995,"PS",1,10.9,6.60000000000002,16.6999999999999,3.59999999999991,"center_Left","center_Down","Left_Down"
"1978",1988,"PS",1,48,843,551.2,532,"clockwise",0,662,831.9,520.6,48,0,842.3,562.4,831.9,542.3,-11.1,-10.4,"Crossed","Crossed","diverge","Contrasting",0.700000000000045,"PS",1,-0.700000000000045,11.1999999999999,0,21.6999999999999,"center_Left","center_Up","Left_Up"
"1979",1989,"PS",1,49,838.6,489.9,581,"clockwise",0,721,819,470.8,49,0,829.2,509.4,817.1,488.6,-19.6,-12.1,"Crossed","Crossed","diverge","Contrasting",7.5,"PS",1,-9.39999999999998,19.5,-1.89999999999998,17.8,"center_Left","center_Down","Left_Down"
"1980",1990,"PS",1,50,826.8,551.8,570,"clockwise",0,715,812.2,515.5,50,0,819.2,559.7,815,535.8,-14.5999999999999,-4.20000000000005,"Crossed","Crossed","diverge","Contrasting",10.3999999999999,"PS",1,-7.59999999999991,7.90000000000009,2.79999999999995,20.3,"center_Left","center_Up","Left_Up"
"1981",1991,"PS",1,51,852.7,520.4,566,"clockwise",0,702,825.3,507.5,51,0,849.3,545.9,828.5,517.7,-27.4000000000001,-20.8,"Crossed","Crossed","diverge","Contrasting",6.60000000000014,"PS",1,-3.40000000000009,25.5,3.20000000000005,10.2,"center_Left","center_Down","Left_Down"
"1982",1992,"PS",1,52,912.8,551,547,"clockwise",0,684,901.1,521.2,52,0,926.1,560.3,901.6,529.4,-11.6999999999999,-24.5,"Crossed","Crossed","converge","Contrasting",-12.8000000000001,"PS",1,13.3000000000001,9.29999999999995,0.5,8.19999999999993,"center_Right","center_Up","Right_Up"
"1983",1993,"PS",1,53,858.9,545.4,582,"clockwise",0,707,825.8,508.4,53,0,848.2,545.9,815.6,505.2,-33.1,-32.6,"Crossed","Crossed","diverge","Contrasting",0.5,"PS",1,-10.6999999999999,0.5,-10.1999999999999,-3.19999999999999,"center_Left","center_Down","Left_Down"
"1984",1994,"PS",1,54,861.4,552,599,"clockwise",0,706,827.6,502.7,54,0,861.3,548.6,838.1,518.8,-33.8,-23.1999999999999,"Crossed","Crossed","diverge","Contrasting",10.6,"PS",1,-0.100000000000023,-3.39999999999998,10.5,16.1,"center_Left","center_Down","Left_Down"
"1985",1995,"PS",1,55,836.8,537.9,565,"clockwise",0,695,811.8,508.3,55,0,829.6,545.7,811.5,518.6,-25,-18.1,"Crossed","Crossed","diverge","Contrasting",6.89999999999998,"PS",1,-7.19999999999993,7.80000000000007,-0.299999999999955,10.3,"center_Left","center_Down","Left_Down"
"1986",1996,"PS",29,10,820.5,490.2,517,"clockwise",0,399,880.6,471.7,9,0,806.8,494.1,851.8,485.2,60.1,45,"Uncrossed","Uncrossed","converge","Contrasting",-15.1,"PS",29,-13.7,3.90000000000003,-28.8000000000001,13.5,"center_Right","center_Down","Right_Down"
"1987",1997,"PS",29,11,827.5,520.4,512,"clockwise",0,402,873,511.8,10,0,831.4,522.1,865.6,522.9,45.5,34.2,"Uncrossed","Uncrossed","converge","Contrasting",-11.3,"PS",29,3.89999999999998,1.70000000000005,-7.39999999999998,11.1,"center_Right","center_Down","Right_Down"
"1988",1998,"PS",29,12,807.1,521.8,602,"clockwise",0,478,835.2,524.5,11,0,803.1,524.2,827.3,520.6,28.1,24.1999999999999,"Uncrossed","Uncrossed","converge","Contrasting",-3.90000000000009,"PS",29,-4,2.40000000000009,-7.90000000000009,-3.89999999999998,"center_Left","center_Down","Left_Down"
"1989",1999,"PS",29,13,839.1,519,588,"clockwise",0,471,868.7,513.5,12,0,842.2,534.2,874.6,526.5,29.6,32.4,"Uncrossed","Uncrossed","diverge","Contrasting",2.79999999999995,"PS",29,3.10000000000002,15.2,5.89999999999998,13,"center_Right","center_Up","Right_Up"
"1990",2000,"PS",29,14,814.5,550.2,556,"clockwise",0,434,846.8,531.5,13,0,808.9,550.9,844.6,531.1,32.3,35.7,"Uncrossed","Uncrossed","diverge","Contrasting",3.40000000000009,"PS",29,-5.60000000000002,0.699999999999932,-2.19999999999993,-0.399999999999977,"center_Right","center_Up","Right_Up"
"1991",2001,"PS",29,15,838.7,535.3,538,"clockwise",0,420,868.8,518.4,14,0,839.6,535.9,882.4,519.6,30.0999999999999,42.8,"Uncrossed","Uncrossed","diverge","Contrasting",12.7,"PS",29,0.899999999999977,0.600000000000023,13.6,1.20000000000005,"center_Right","center_Down","Right_Down"
"1992",2002,"PS",29,16,810.6,526.4,494,"clockwise",0,373,846.9,508.4,15,0,810.2,531.5,850.6,513.7,36.3,40.4,"Uncrossed","Uncrossed","diverge","Contrasting",4.10000000000002,"PS",29,-0.399999999999977,5.10000000000002,3.70000000000005,5.30000000000007,"center_Right","center_Down","Right_Down"
"1993",2003,"PS",29,17,847.6,528.9,514,"clockwise",0,399,882.5,512.9,16,0,850.6,529.7,897.8,518.9,34.9,47.1999999999999,"Uncrossed","Uncrossed","diverge","Contrasting",12.3,"PS",29,3,0.800000000000068,15.3,6,"center_Right","center_Down","Right_Down"
"1994",2004,"PS",29,18,821.1,520.7,521,"clockwise",0,403,858.5,508.8,17,0,817.9,527.7,850.9,517.4,37.4,33,"Uncrossed","Uncrossed","converge","Contrasting",-4.39999999999998,"PS",29,-3.20000000000005,7,-7.60000000000002,8.59999999999997,"center_Right","center_Down","Right_Down"
"1995",2005,"PS",29,19,841.6,535.3,537,"clockwise",0,424,875.3,512.6,18,0,839.9,544.8,867.9,536.3,33.6999999999999,28,"Uncrossed","Uncrossed","converge","Contrasting",-5.69999999999993,"PS",29,-1.70000000000005,9.5,-7.39999999999998,23.6999999999999,"center_Right","center_Up","Right_Up"
"1996",2006,"PS",29,20,831,521.6,555,"clockwise",0,452,855.3,507.2,19,0,820.8,536.7,865.5,524.5,24.3,44.7,"Uncrossed","Uncrossed","diverge","Contrasting",20.4000000000001,"PS",29,-10.2,15.1,10.2,17.3,"center_Right","center_Down","Right_Down"
"1997",2007,"PS",29,21,847.9,523.1,507,"clockwise",0,394,904.5,496.5,20,0,850.2,531,888.3,518.5,56.6,38.0999999999999,"Uncrossed","Uncrossed","converge","Contrasting",-18.5000000000001,"PS",29,2.30000000000007,7.89999999999998,-16.2,22,"center_Right","center_Down","Right_Down"
"1998",2008,"PS",29,22,813.5,526.2,512,"clockwise",0,399,852.6,509,21,0,816.6,553,857.7,543.1,39.1,41.1,"Uncrossed","Uncrossed","diverge","Contrasting",2,"PS",29,3.10000000000002,26.8,5.10000000000002,34.1,"center_Right","center_Up","Right_Up"
"1999",2009,"PS",29,23,825.5,515.2,570,"clockwise",0,458,858,498.5,22,0,773.4,556.1,885.5,541.5,32.5,112.1,"Uncrossed","Uncrossed","diverge","Contrasting",79.6,"PS",29,-52.1,40.9,27.5,43,"center_Right","center_Up","Right_Up"
"2000",2010,"PS",50,26,1136.5,445.7,557,"clockwise",0,504,1175.3,437.3,26,0,1134.2,449.2,1177.7,442.2,38.8,43.5,"Uncrossed","Uncrossed","diverge","Contrasting",4.70000000000005,"PS",50,-2.29999999999995,3.5,2.40000000000009,4.89999999999998,"center_Right","center_Down","Right_Down"
"2001",2011,"PS",50,27,889,489.7,603,"clockwise",0,541,940.5,465.2,27,0,866,493.8,905.6,472.3,51.5,39.6,"Uncrossed","Uncrossed","converge","Contrasting",-11.9,"PS",50,-23,4.10000000000002,-34.9,7.10000000000002,"center_Right","center_Down","Right_Down"
"2002",2012,"PS",50,28,828.8,489.4,631,"clockwise",0,553,864.5,465.7,28,0,819.8,500.9,865.4,486.8,35.7,45.6,"Uncrossed","Uncrossed","diverge","Contrasting",9.89999999999998,"PS",50,-9,11.5,0.899999999999977,21.1,"center_Right","center_Down","Right_Down"
"2003",2013,"PS",50,29,821.9,525.7,636,"clockwise",0,585,860.8,475.5,29,0,815.5,510.1,860.6,486.8,38.9,45.1,"Uncrossed","Uncrossed","diverge","Contrasting",6.20000000000005,"PS",50,-6.39999999999998,-15.6,-0.199999999999932,11.3,"center_Right","center_Down","Right_Down"
"2004",2014,"PS",50,30,841.8,482.4,683,"clockwise",0,590,881.1,467.2,30,0,860.3,506.5,899.4,479.8,39.3000000000001,39.1,"Uncrossed","Uncrossed","converge","Contrasting",-0.200000000000045,"PS",50,18.5,24.1,18.3,12.6,"center_Right","center_Down","Right_Down"
"2005",2015,"PS",50,31,838,508.3,645,"clockwise",0,529,877,478.1,31,0,829,520.6,870.4,501.1,39,41.4,"Uncrossed","Uncrossed","diverge","Contrasting",2.39999999999998,"PS",50,-9,12.3,-6.60000000000002,23,"center_Right","center_Down","Right_Down"
"2006",2016,"PS",50,32,856.7,522.8,616,"clockwise",0,538,900,470.1,32,0,843,511.2,886.6,470.1,43.3,43.6,"Uncrossed","Uncrossed","diverge","Contrasting",0.300000000000068,"PS",50,-13.7,-11.6,-13.4,0,"center_Right","center_Down","Right_Down"
"2007",2017,"PS",50,33,840.5,516.6,711,"clockwise",0,617,885.9,477.8,33,0,838.7,523,899.1,494.6,45.4,60.4,"Uncrossed","Uncrossed","diverge","Contrasting",15,"PS",50,-1.79999999999995,6.39999999999998,13.2,16.8,"center_Right","center_Down","Right_Down"
"2008",2018,"PS",50,34,835.4,534.7,631,"clockwise",0,584,888.9,478.2,34,0,834.9,517.4,882.6,491.6,53.5,47.7,"Uncrossed","Uncrossed","converge","Contrasting",-5.79999999999995,"PS",50,-0.5,-17.3000000000001,-6.29999999999995,13.4,"center_Right","center_Down","Right_Down"
"2009",2019,"PS",50,35,929.2,503,672,"clockwise",0,600,978.5,484.4,35,0,937.5,498.1,990.2,477.6,49.3,52.7,"Uncrossed","Uncrossed","diverge","Contrasting",3.40000000000009,"PS",50,8.29999999999995,-4.89999999999998,11.7,-6.79999999999995,"center_Right","center_Down","Right_Down"
"2010",2020,"PS",50,36,848.7,488.1,672,"clockwise",0,572,891.1,466.4,36,0,828.6,496.9,889.5,480,42.4,60.9,"Uncrossed","Uncrossed","diverge","Contrasting",18.5,"PS",50,-20.1,8.79999999999995,-1.60000000000002,13.6,"center_Right","center_Down","Right_Down"
"2011",2021,"PS",50,37,838.7,508.7,660,"clockwise",0,561,892.6,485.5,37,0,841,511.1,900.8,496,53.9,59.8,"Uncrossed","Uncrossed","diverge","Contrasting",5.89999999999998,"PS",50,2.29999999999995,2.40000000000003,8.19999999999993,10.5,"center_Right","center_Down","Right_Down"
"2012",2022,"PS",50,38,813.5,490,663,"clockwise",0,577,866,476.4,38,0,809.5,495.2,853.4,480.2,52.5,43.9,"Uncrossed","Uncrossed","converge","Contrasting",-8.60000000000002,"PS",50,-4,5.19999999999999,-12.6,3.80000000000001,"center_Right","center_Down","Right_Down"
"2013",2023,"PS",50,39,847.2,495.6,646,"clockwise",0,580,887,488.1,39,0,855,498.7,896.4,486,39.8,41.4,"Uncrossed","Uncrossed","diverge","Contrasting",1.60000000000002,"PS",50,7.79999999999995,3.09999999999997,9.39999999999998,-2.10000000000002,"center_Right","center_Down","Right_Down"
"2014",2024,"PS",50,40,833.9,489.8,635,"clockwise",0,550,868.5,479.1,40,0,825.4,507.9,871.1,477.3,34.6,45.7,"Uncrossed","Uncrossed","diverge","Contrasting",11.1,"PS",50,-8.5,18.1,2.60000000000002,-1.80000000000001,"center_Right","center_Down","Right_Down"
